impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
500k_1m	500k - 1m	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	14	1	13999986	7000000	69986	14000
500k_1m	500k - 1m	BE	Belgium	sp.a	sp.a	57253967150	Facebook	6	1	5999979	2999992	29993	5999
500k_1m	500k - 1m	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	BE	Belgium	European Parliament		178362315106	Facebook	5	1	3000018	1500011	14997	3000
500k_1m	500k - 1m	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	2	1	1999998	1000000	14998	6000
500k_1m	500k - 1m	BE	Belgium	Sign for my Future		1345513882259768	Facebook	2	1	1999998	1000000	9998	2000
500k_1m	500k - 1m	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	1	1	999999	500000	49999	10000
500k_1m	500k - 1m	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	1	1	999999	500000	999	499
500k_1m	500k - 1m	BE	Belgium	European Youth Forum		80161254850	Facebook	1	1	997617	498809	4987	997
500k_1m	500k - 1m	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	1	1	323760	161880	143	28
500k_1m	500k - 1m	BE	Belgium	Kialo		729627343834501	Facebook	11	1	298387	149194	1700	563
500k_1m	500k - 1m	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	3	1	187727	93864	526	136
500k_1m	500k - 1m	BE	Belgium	BonneGueule		140324089470	Facebook	1	1	121956	60978	609	121
500k_1m	500k - 1m	BE	Belgium	Santesano		316620582266150	Facebook	1	1	113447	56724	1134	567
500k_1m	500k - 1m	BE	Belgium	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	2	1	68301	34151	277	60
500k_1m	500k - 1m	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1	1	58683	29342	293	58
