advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	w019	Week 19	20	1	120728689	12072868	270381	4506
Future Innovation SRL		AR474748779908562944	Google	w019	Week 19	30	1	115713945	11571394	248111	4398
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	w019	Week 19	78	1	106121998	10612199	216577	4127
AMERISOFT SRL		AR573801583431647232	Google	w019	Week 19	136	1	82486033	8237397	32555	949
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	w019	Week 19	91	1	70792506	7063713	262259	13886
CDU Christlich Demokratische Union		AR68737343799951360	Google	w019	Week 19	4840	1	61866904	2167500	447034	26137
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	w019	Week 19	57	1	45920442	4578768	130255	2502
Det Konservative Folkeparti		AR40969452518375424	Google	w019	Week 19	281	1	39148944	3792820	174386	3680
SOCIALDEMOKRATIET		AR271193993235136512	Google	w019	Week 19	88	1	36603653	3645903	678142	12191
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	w019	Week 19	31	1	31187499	3117500	28045	687
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	w019	Week 19	334	1	29894035	2813023	53707	1661
Freiheitliche Partei Österreich		AR333020356698701824	Google	w019	Week 19	46	1	23851716	2381066	148481	2611
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	w019	Week 19	196	1	23591492	2320187	303412	6679
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	w019	Week 19	36	1	23106846	2302941	15340	447
Open Vld		AR369049153717665792	Google	w019	Week 19	685	1	23005773	2212380	107090	3783
Popolari per l'Italia		AR406403961759727616	Google	w019	Week 19	5	1	18717948	1871794	33461	589
Sloboda a Solidarita		AR242125929453715456	Google	w019	Week 19	212	1	17735898	1701089	38330	1365
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	w019	Week 19	1897	1	15569350	826441	43610	559
NEA DEMOKRATIA		AR351183464155840512	Google	w019	Week 19	8	1	15188571	1517857	42460	758
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	w019	Week 19	50	1	14164697	1412191	105199	1927
mmb media agentur d.o.o.		AR524572049809604608	Google	w019	Week 19	1309	1	14147579	877714	30190	165
Slovenska demokratska stranka		AR170068335415787520	Google	w019	Week 19	44	1	13537681	1349601	19186	619
Párbeszéd Magyarországért		AR567356246269624320	Google	w019	Week 19	14	1	12977097	1294974	37447	670
Mediabrands Digital OÜ		AR530356305605427200	Google	w019	Week 19	340	1	10761331	946565	10638	55
Občanska demokraticka strana		AR386241117529571328	Google	w019	Week 19	47	1	10574428	1020000	36893	642
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	w019	Week 19	371	1	9365761	836571	13070	506
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	w019	Week 19	9	1	9016998	901255	101645	1777
CDA Doetinchem		AR453512812329697280	Google	w019	Week 19	38	1	8984902	892368	1391	56
Partido Popular Regional De Canarias		AR288284801977286656	Google	w019	Week 19	133	1	8939833	868250	4952	303
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	w019	Week 19	13	1	7980514	798051	35924	719
HEADS, s.r.o.		AR356967719951663104	Google	w019	Week 19	16	1	7687842	767861	6921	246
Pametno		AR222880077921124352	Google	w019	Week 19	42	1	7112499	708333	2374	166
COALICION CANARIA		AR489541609348661248	Google	w019	Week 19	1040	1	6797296	264676	22076	15
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	w019	Week 19	28	1	6714615	670384	740	40
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	w019	Week 19	130	1	6408238	617416	6046	443
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	w019	Week 19	24	1	6320000	627500	22556	418
