advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Luxembourg		67370457805	Facebook	d094	2019-04-04	LU	Luxembourg	4	1	67768	13611	237	0
LassosOfficiel		1747488868689379	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	15809	7905	15	0
Charles Goerens		441313569220539	Facebook	d094	2019-04-04	LU	Luxembourg	8	1	14074	3044	82	6
Jonk Piraten		194441573983035	Facebook	d094	2019-04-04	LU	Luxembourg	2	1	9082	1816	17	0
Piraten Lëtzebuerg		183148710560	Facebook	d094	2019-04-04	LU	Luxembourg	12	1	8682	2959	149	0
Humble Household		1746853745395190	Facebook	d094	2019-04-04	LU	Luxembourg	8	1	4711	1688	36	7
déi Lénk	déi Lénk	120444648033670	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	4162	2081	20	4
Médecins Sans Frontières - Luxembourg		128091485223	Facebook	d094	2019-04-04	LU	Luxembourg	3	1	4007	977	42	6
Fondation IDEA asbl		439909732821172	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	3328	665	6	0
Burelbach Immobilien		243135569564978	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	2493	498	4	0
European Committee of the Regions		527351247377965	Facebook	d094	2019-04-04	LU	Luxembourg	2	1	1875	389	18	3
European Parliament		178362315106	Facebook	d094	2019-04-04	LU	Luxembourg	6	1	1664	532	26	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	d094	2019-04-04	LU	Luxembourg	4	1	1593	307	10	0
Déi Konservativ		235829416883581	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	1514	302	15	3
Lord English Music		1875740496021460	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	1249	250	24	0
L'Or du Commun		212885115510806	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	1118	223	2	0
Kialo		729627343834501	Facebook	d094	2019-04-04	LU	Luxembourg	2	1	1081	458	8	1
Rose tshirt		317160435809415	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	942	188	16	8
Chris Bernard		764820513891336	Facebook	d094	2019-04-04	LU	Luxembourg	2	1	923	166	25	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d094	2019-04-04	LU	Luxembourg	27	1	913	413	1	0
Frères des Hommes Luxembourg		117976314897543	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	907	453	8	0
forum - für Politik, Gesellschaft und Kultur		424639920972207	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	830	415	8	0
Européens Sans Frontières		668031516635463	Facebook	d094	2019-04-04	LU	Luxembourg	8	1	756	297	1	0
Giabbani  - Avocats spécialisés dans la défense des employés		818066711568610	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	714	142	14	0
Assistance au Financement Humanitaire		2057244924390350	Facebook	d094	2019-04-04	LU	Luxembourg	1	1	660	132	11	0
