advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd6	Last 6 days	CY	Cyprus	14	1	1388502	597329	5829	2068
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	rd6	Last 6 days	CY	Cyprus	38	1	375545	93610	2651	0
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	rd6	Last 6 days	CY	Cyprus	14	1	306986	91659	1094	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	rd6	Last 6 days	CY	Cyprus	9	1	264681	99673	407	0
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	rd6	Last 6 days	CY	Cyprus	13	1	242118	53075	1087	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	rd6	Last 6 days	CY	Cyprus	5	1	236667	112838	682	109
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	rd6	Last 6 days	CY	Cyprus	13	1	234124	51326	1072	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	rd6	Last 6 days	CY	Cyprus	4	1	199973	39995	395	0
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	rd6	Last 6 days	CY	Cyprus	9	1	193742	49249	727	0
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	rd6	Last 6 days	CY	Cyprus	20	1	191640	54831	1616	0
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	rd6	Last 6 days	CY	Cyprus	7	1	154117	39823	587	0
European Greens		141366725876424	Facebook	rd6	Last 6 days	CY	Cyprus	8	1	138096	47327	479	101
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	rd6	Last 6 days	CY	Cyprus	6	1	136922	50535	265	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	rd6	Last 6 days	CY	Cyprus	15	1	133652	28499	1253	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	rd6	Last 6 days	CY	Cyprus	8	1	122734	25033	272	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	rd6	Last 6 days	CY	Cyprus	6	1	113487	29898	450	0
StudentLife.com.cy	StudentLife.com.cy	219265161533109	Facebook	rd6	Last 6 days	CY	Cyprus	7	1	108986	20998	692	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd6	Last 6 days	CY	Cyprus	4	1	104406	42663	117	23
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	rd6	Last 6 days	CY	Cyprus	4	1	79997	18999	296	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	79983	15997	247	0
Συμμαχία Πολιτών	Anastasia Fella	470323203056530	Facebook	rd6	Last 6 days	CY	Cyprus	11	1	74390	19862	641	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	67141	13428	132	0
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	49994	9998	98	0
Χρύσανθος Φάκας - Chrysanthos Fakas		1666515286969405	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	41665	8333	73	0
Ιακώβου Βάκης		332523037613071	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	33074	6615	243	0
Katerina Christophidou	Katerina Christophidou	131599480586562	Facebook	rd6	Last 6 days	CY	Cyprus	8	1	32990	8999	791	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	31313	12525	31	6
Αντιγόνη Παπαδοπούλου - Η φωνή του ενεργού πολίτη		243308565736627	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	29999	5999	59	0
Dr. Eleni Stavrou		822417261217421	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	19999	4000	39	0
VoteWatch Europe		355087424564148	Facebook	rd6	Last 6 days	CY	Cyprus	5	1	19335	8410	35	10
Μαρία Παστελλά		408568246617951	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	6660	3330	65	0
Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	6249	1250	12	0
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	rd6	Last 6 days	CY	Cyprus	4	1	6090	2376	23	3
VOIS Cyprus		571975636495930	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	4995	2498	49	0
İNAX Medya		2198024653747919	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	2142	428	6	0
ETUC		129041250601685	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	1882	941	4	0
Tuunes		992176580926495	Facebook	rd6	Last 6 days	CY	Cyprus	6	1	1080	248	4	0
Guardian Weekly		64525551258	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	760	151	2	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	708	191	2	0
Soonfeed		214615931960850	Facebook	rd6	Last 6 days	CY	Cyprus	2	1	566	113	11	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	184	92	1	0
Arte		656089814494677	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	163	30	3	0
TransformingTransport		1635700990066863	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	132	26	0	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	91	18	0	0
S&P Global		112495188784373	Facebook	rd6	Last 6 days	CY	Cyprus	11	1	77	16	0	0
YOGA BURN		146316959083110	Facebook	rd6	Last 6 days	CY	Cyprus	3	1	24	4	0	0
Trenzie		741795469501559	Facebook	rd6	Last 6 days	CY	Cyprus	5	1	15	0	1	0
SV4IE		2246467545588430	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	13	6	0	0
Guyana Petroleum Digest		473952516429906	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	6	1	0	0
Acamar Analysis and Consulting		192597328320978	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	3	0	0	0
Human Rights Tattoo		245416135560300	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	2	0	0	0
Routledge Politics, IR and Strategic Studies		59321208735	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	1	0	0	0
THTC - The Hemp Trading Company		30239959348	Facebook	rd6	Last 6 days	CY	Cyprus	2	1	1	0	0	0
Shurat HaDin - Israel Law Center		709491732434343	Facebook	rd6	Last 6 days	CY	Cyprus	2	1	1	0	0	0
Eldritch Foundry		333726374024339	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	1	0	0	0
مفوضية اللاجئين		188842724507690	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	0	0	0	0
Belqees.Rights		1755506971413470	Facebook	rd6	Last 6 days	CY	Cyprus	1	1	0	0	0	0
Smart Water Magazine		634705100258374	Facebook	rd6	Last 6 days	CY	Cyprus	2	1	0	0	0	0
