advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	25_34	25-34	PL	Poland	5	1	377423	160008	772	154
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	25_34	25-34	PL	Poland	19	1	319338	122287	1035	285
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	25_34	25-34	PL	Poland	4	1	275499	111916	936	370
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	25_34	25-34	PL	Poland	6	1	204847	82615	600	118
European Parliament	European Parliament	178362315106	Facebook	25_34	25-34	PL	Poland	1	1	195108	78043	1950	390
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	25_34	25-34	PL	Poland	6	1	180566	69985	406	76
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	25_34	25-34	PL	Poland	10	1	128204	46136	531	96
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	25_34	25-34	PL	Poland	15	1	98775	20657	304	48
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	25_34	25-34	PL	Poland	6	1	58535	12494	167	30
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	25_34	25-34	PL	Poland	20	1	57782	19799	156	14
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	25_34	25-34	PL	Poland	10	1	46477	11606	123	16
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	25_34	25-34	PL	Poland	4	1	37123	7953	86	16
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	25_34	25-34	PL	Poland	3	1	36532	7306	41	6
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	25_34	25-34	PL	Poland	4	1	34317	14694	89	34
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	25_34	25-34	PL	Poland	5	1	26555	5311	26	0
Tomasz Leśniak	KW Wiosna Roberta Biedronia	397430734381499	Facebook	25_34	25-34	PL	Poland	6	1	26401	5866	113	16
Maciej Józefowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	157504851851399	Facebook	25_34	25-34	PL	Poland	2	1	23259	4651	33	5
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	25_34	25-34	PL	Poland	7	1	22959	4572	62	9
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	25_34	25-34	PL	Poland	4	1	21360	4676	62	12
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	25_34	25-34	PL	Poland	8	1	21283	4730	65	7
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	25_34	25-34	PL	Poland	5	1	20927	5738	29	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	25_34	25-34	PL	Poland	2	1	19948	3989	66	25
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	25_34	25-34	PL	Poland	1	1	18904	3780	43	8
Janka Ochojska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	573994789747274	Facebook	25_34	25-34	PL	Poland	3	1	18667	3757	87	41
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	25_34	25-34	PL	Poland	2	1	18320	3664	42	8
