advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sme rodina	Sme rodina	600235073447674	Facebook	rm3	Last 3 months	SK	Slovakia	6	1	3599992	1649998	17493	4099
Spoločnými Silami Za Rozkvet Gemera	Horváth Csaba	106240706496397	Facebook	rm3	Last 3 months	SK	Slovakia	380	1	3550620	974000	40420	700
European Parliament	European Parliament	178362315106	Facebook	rm3	Last 3 months	SK	Slovakia	23	1	2858723	1342667	16277	3639
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	rm3	Last 3 months	SK	Slovakia	1555	1	2533425	312990	154344	100
European Commission	European Commission	107898832590939	Facebook	rm3	Last 3 months	SK	Slovakia	28	1	1942800	810809	8349	2268
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	rm3	Last 3 months	SK	Slovakia	17	1	1901982	779999	6882	1299
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	rm3	Last 3 months	SK	Slovakia	47	1	1760917	610986	11451	2799
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	rm3	Last 3 months	SK	Slovakia	30	1	1686945	577995	12769	2500
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	rm3	Last 3 months	SK	Slovakia	11	1	1551988	679999	10688	2999
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	rm3	Last 3 months	SK	Slovakia	6	1	1399983	569997	8993	2699
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	rm3	Last 3 months	SK	Slovakia	105	1	1296761	352973	12894	899
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	rm3	Last 3 months	SK	Slovakia	18	1	1285981	514999	8381	1699
Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	rm3	Last 3 months	SK	Slovakia	103	1	1270896	273999	14596	1099
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	rm3	Last 3 months	SK	Slovakia	19	1	1094920	410969	13380	3199
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	rm3	Last 3 months	SK	Slovakia	24	1	1033975	355999	2775	99
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	rm3	Last 3 months	SK	Slovakia	8	1	1004991	390999	7791	1799
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	rm3	Last 3 months	SK	Slovakia	49	1	986951	231999	9251	1100
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	rm3	Last 3 months	SK	Slovakia	54	1	899946	245999	9346	1000
