advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	f45_54	female (45-54)	CY	Cyprus	73	1	164972	51111	580	25
European Parliament		178362315106	Facebook	f45_54	female (45-54)	CY	Cyprus	11	1	164700	78345	1040	205
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	f45_54	female (45-54)	CY	Cyprus	27	1	127963	46293	532	71
European Parliament Office in Cyprus		205478755729	Facebook	f45_54	female (45-54)	CY	Cyprus	5	1	106386	50872	508	98
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	f45_54	female (45-54)	CY	Cyprus	22	1	86878	20871	210	0
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	f45_54	female (45-54)	CY	Cyprus	63	1	85522	18199	435	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	f45_54	female (45-54)	CY	Cyprus	19	1	80180	16821	239	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	f45_54	female (45-54)	CY	Cyprus	48	1	71515	15708	331	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	f45_54	female (45-54)	CY	Cyprus	16	1	54314	23904	206	25
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	f45_54	female (45-54)	CY	Cyprus	19	1	54121	13507	159	1
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	f45_54	female (45-54)	CY	Cyprus	7	1	42548	18161	72	3
γυρίζουμε		278308089460720	Facebook	f45_54	female (45-54)	CY	Cyprus	6	1	35277	15502	241	56
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	f45_54	female (45-54)	CY	Cyprus	28	1	35019	8081	232	0
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	f45_54	female (45-54)	CY	Cyprus	4	1	34467	11701	116	16
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	f45_54	female (45-54)	CY	Cyprus	22	1	31296	6768	121	0
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	f45_54	female (45-54)	CY	Cyprus	38	1	29647	8027	247	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f45_54	female (45-54)	CY	Cyprus	5	1	29109	12412	215	42
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f45_54	female (45-54)	CY	Cyprus	10	1	25444	10218	32	6
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	f45_54	female (45-54)	CY	Cyprus	11	1	22141	4468	60	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	f45_54	female (45-54)	CY	Cyprus	6	1	18482	8332	47	4
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	f45_54	female (45-54)	CY	Cyprus	14	1	16504	3866	69	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f45_54	female (45-54)	CY	Cyprus	38	1	15493	7176	29	8
Dr. Eleni Stavrou		822417261217421	Facebook	f45_54	female (45-54)	CY	Cyprus	5	1	14040	3861	55	0
Γυναικεία Οργάνωση Δημοκρατικού Κόμματος - ΓΟΔΗΚ		328991341036445	Facebook	f45_54	female (45-54)	CY	Cyprus	5	1	13809	3738	70	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	f45_54	female (45-54)	CY	Cyprus	12	1	13662	2989	93	0
