gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	Greenpeace France		39435457457	Facebook	130	1	19876488	9034075	104513	23971
f	female	FR	France	European Parliament		178362315106	Facebook	88	1	7510765	3416072	39270	8991
f	female	FR	France	Médecins du Monde France		265420476920	Facebook	947	1	6216659	2010072	90218	6990
f	female	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	92	1	3939133	1548703	7958	299
f	female	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	36	1	3389698	1279900	14762	3899
f	female	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	59	1	2973350	1216024	13628	3040
f	female	FR	France	La Prime Énergie		336155273400553	Facebook	28	1	2784839	1104591	24733	5533
f	female	FR	France	Primes écologique		152399322377561	Facebook	19	1	2643771	1093328	30531	6587
f	female	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	28	1	2488707	991282	22896	4845
f	female	FR	France	Make.org	Make.org	122037308191612	Facebook	57	1	2242780	970458	16771	3438
f	female	FR	France	Ministère de l'Intérieur		103146727990	Facebook	32	1	1778610	746511	9676	2279
f	female	FR	France	UNICEF France		173159234432	Facebook	38	1	1692060	659371	9111	2097
f	female	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	1555791	639747	18174	4080
f	female	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	1501432	617972	18017	4155
f	female	FR	France	Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	61	1	1124373	261887	10953	1486
f	female	FR	France	350.org		12185972707	Facebook	60	1	1113003	252025	5074	557
f	female	FR	France	Mes économies d'énergie		124948231440251	Facebook	11	1	1086275	418697	11574	2304
f	female	FR	France	CIWF France	CIWF France	335868279790722	Facebook	5	1	1008899	464565	13147	3086
f	female	FR	France	Always France		183045748427091	Facebook	1	1	999890	499945	4998	999
f	female	FR	France	VeganbottleGo		320828511985253	Facebook	2	1	999862	399945	1997	999
f	female	FR	France	Mama Quilla		387951911757339	Facebook	1	1	925946	462973	4628	925
f	female	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	916839	400623	10204	3044
f	female	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	20	1	881926	359689	825	31
f	female	FR	France	Comme j'aime		146933438675224	Facebook	5	1	809841	324938	11093	2199
f	female	FR	France	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	107	1	802254	184762	9208	694
f	female	FR	France	The Body Shop		120693511308364	Facebook	3	1	763368	335251	1922	663
f	female	FR	France	Céréal Bio & Céréal France		1636261843328359	Facebook	5	1	760407	303703	3248	961
f	female	FR	France	2 Min Ecologie		433170297221149	Facebook	68	1	739956	253845	7805	1390
f	female	FR	France	Saine Abondance		2106701562887023	Facebook	24	1	696464	286425	7849	1968
f	female	FR	France	Le Monde		14892757589	Facebook	34	1	686237	259237	1279	164
f	female	FR	France	foodwatch France		194934737335658	Facebook	14	1	617267	213248	7856	1481
f	female	FR	France	TOMS		751135974919667	Facebook	4	1	609945	224981	6095	1199
f	female	FR	France	SECIB Immobilier		378027698975144	Facebook	24	1	605120	226290	7489	2166
f	female	FR	France	Le 1		850828794934579	Facebook	21	1	590545	214911	1098	36
f	female	FR	France	France Soleil		1928798227141536	Facebook	12	1	567708	272152	7502	2641
f	female	FR	France	Plan International France		100707905881	Facebook	59	1	548615	137711	6196	475
f	female	FR	France	Agence Française pour la Transition Energétique		1981871332106127	Facebook	18	1	520879	219659	2127	291
f	female	FR	France	Kialo		729627343834501	Facebook	365	1	518951	214134	3342	856
f	female	FR	France	Ecogreen		2207467306235731	Facebook	4	1	517323	218250	4412	1109
f	female	FR	France	Dungeon Defenders		107960282569653	Facebook	155	1	500771	220858	714	25
f	female	FR	France	Economiser Energie		286272318578056	Facebook	11	1	489236	191072	6375	1236
f	female	FR	France	Eclairelavie		475156612973063	Facebook	36	1	488953	169090	7052	1247
f	female	FR	France	Simulation Energétique		562488297524492	Facebook	20	1	472664	176962	5290	1499
f	female	FR	France	SOS Racisme		166294396737151	Facebook	1	1	471124	235562	4710	2355
