advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f	female	SK	Slovakia	10	1	142097	44951	467	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	f	female	SK	Slovakia	11	1	132685	28246	502	0
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	f	female	SK	Slovakia	24	1	112802	22406	1736	135
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	f	female	SK	Slovakia	12	1	112692	28741	770	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	f	female	SK	Slovakia	29	1	96805	33030	1194	33
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	f	female	SK	Slovakia	3	1	96497	40935	513	102
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	f	female	SK	Slovakia	20	1	87719	15856	1577	92
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	f	female	SK	Slovakia	20	1	85537	20830	1343	50
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	f	female	SK	Slovakia	3	1	79863	15973	158	0
Naša voľba	Naša voľba	175203236178487	Facebook	f	female	SK	Slovakia	2	1	72461	14492	143	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	f	female	SK	Slovakia	19	1	66514	13627	1352	90
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	f	female	SK	Slovakia	8	1	65626	20849	333	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	f	female	SK	Slovakia	3	1	59278	13827	169	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	f	female	SK	Slovakia	5	1	58054	17191	364	0
European Parliament	European Parliament	178362315106	Facebook	f	female	SK	Slovakia	2	1	53336	10667	291	46
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	f	female	SK	Slovakia	20	1	51091	8630	1240	81
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	f	female	SK	Slovakia	4	1	45345	12757	242	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	f	female	SK	Slovakia	13	1	44230	9683	702	0
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	f	female	SK	Slovakia	10	1	42357	7835	392	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	f	female	SK	Slovakia	4	1	39467	9433	243	31
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	f	female	SK	Slovakia	7	1	39002	10269	350	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	f	female	SK	Slovakia	6	1	35777	8473	539	49
Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	f	female	SK	Slovakia	3	1	35619	8746	162	0
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	f	female	SK	Slovakia	1	1	32408	16204	161	32
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	f	female	SK	Slovakia	3	1	28173	9055	146	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	f	female	SK	Slovakia	2	1	24723	6472	89	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	f	female	SK	Slovakia	1	1	22307	4461	222	44
