age_code_filter	age_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
25_34	25-34	European Parliament		178362315106	Facebook	1290	1	60054656	26910869	338626	85939
25_34	25-34	Kialo		729627343834501	Facebook	746	1	31854058	12700245	207954	51263
25_34	25-34	Podemos	Unidas Podemos	269212336568846	Facebook	320	1	26982692	12108119	152484	39102
25_34	25-34	People's Vote UK	People's Vote	748608695327755	Facebook	3405	1	25912595	9189886	300242	55781
25_34	25-34	Ciudadanos	Ciudadanos	74078667754	Facebook	5453	1	19390563	5887967	193451	14360
25_34	25-34	Partido Popular	Partido Popular	72249031214	Facebook	1224	1	18117743	6625025	104473	15047
25_34	25-34	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	3380	1	12945714	4640668	145391	21163
25_34	25-34	CDU	CDU	78502295414	Facebook	3170	1	12577168	3002115	107531	2670
25_34	25-34	European Commission		107898832590939	Facebook	69	1	11912533	5525083	47835	12549
25_34	25-34	sp.a	sp.a	57253967150	Facebook	279	1	11645690	4863522	50934	11536
25_34	25-34	SPD	SPD	47930567748	Facebook	7110	1	11393824	3560863	212195	14498
25_34	25-34	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2294	1	11035454	4013494	104667	12917
25_34	25-34	Conservatives	The Conservative Party	8807334278	Facebook	1872	1	10277839	4012242	104891	15127
25_34	25-34	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	182	1	8985464	4060766	21129	4840
25_34	25-34	Best For Britain	Best for Britain	1863944713844924	Facebook	837	1	8730247	3719158	97188	23199
25_34	25-34	FDP	FDP	21289227249	Facebook	2129	1	8208387	2485511	65706	3346
25_34	25-34	The Labour Party	The Labour Party	25749647410	Facebook	587	1	7990670	3225259	59476	12664
25_34	25-34	European Greens	European Greens	141366725876424	Facebook	88	1	7332927	3266537	44508	11295
25_34	25-34	PSOE	PSOE	189318235003	Facebook	333	1	6767805	2691205	21440	3861
25_34	25-34	Greenpeace France		39435457457	Facebook	130	1	6634491	2988855	32037	7468
25_34	25-34	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	110	1	6611458	2746682	17694	5041
25_34	25-34	România în primul rând	Future Innovation	770704223323599	Facebook	76	1	6442459	2779060	8868	1991
25_34	25-34	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	5984268	2764340	38420	8637
25_34	25-34	Rädda Barnen		72659261793	Facebook	523	1	5794687	1877472	49746	12586
25_34	25-34	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	76	1	5572940	2515544	11943	3469
25_34	25-34	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	107	1	4804467	2065336	42701	9984
25_34	25-34	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	51	1	4554707	2175118	8283	3686
25_34	25-34	Greenpeace Deutschland		22541752487	Facebook	464	1	4507511	1627859	25827	3559
25_34	25-34	Sosialidemokraatit SDP		108945982480217	Facebook	308	1	4488078	1724865	32593	7508
25_34	25-34	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	176	1	4293751	1765263	12926	2632
25_34	25-34	Patryk Jaki		199877710116314	Facebook	242	1	4138403	1636958	18607	4200
25_34	25-34	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	86	1	4105137	1689352	9518	1755
25_34	25-34	Harald Vilimsky		547597092025909	Facebook	176	1	4055147	1721881	34641	8033
25_34	25-34	SPÖ	SPÖ	77393060080	Facebook	566	1	4013563	1351271	28121	3859
25_34	25-34	Partito Democratico		77034286895	Facebook	128	1	3828644	1649329	11016	2181
25_34	25-34	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	128	1	3755850	1629703	5154	1316
25_34	25-34	Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	3737136	1348300	11033	1260
25_34	25-34	Un país moderno	Unidas Podemos	577723459314066	Facebook	49	1	3732235	1736388	14288	3276
25_34	25-34	Britain's Future	Britain's Future	1625300137516491	Facebook	856	1	3641190	1443917	56503	4222
25_34	25-34	Kyriakos Mitsotakis		34848567724	Facebook	78	1	3637352	1546652	8818	1849
25_34	25-34	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	69	1	3624021	1522459	8782	1525
25_34	25-34	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	335	1	3419287	1140650	22105	3703
25_34	25-34	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	27	1	3271862	1539930	9222	2290
25_34	25-34	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	76	1	3264419	1577537	12872	2782
25_34	25-34	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	52	1	3177144	1339905	8545	1569
25_34	25-34	Plan International Sverige		382243262003	Facebook	346	1	3136780	1077226	23619	5904
25_34	25-34	Romania #nuepsd	Future Innovation	293215748279337	Facebook	34	1	2928941	1351326	1935	813
25_34	25-34	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	2891571	1128773	12145	3165
25_34	25-34	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	87	1	2856754	1218771	18083	4685
25_34	25-34	Venstre, Danmarks Liberale Parti		21465928829	Facebook	343	1	2838374	905999	21361	5492
25_34	25-34	Apodemia		115927088504184	Facebook	22	1	2770125	1233880	1320	78
25_34	25-34	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	77	1	2685346	1217569	6903	1546
25_34	25-34	Claudia Gamon	NEOS	447992848717452	Facebook	267	1	2617993	935288	16456	3073
25_34	25-34	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	73	1	2572610	1120124	7772	1597
25_34	25-34	38 Degrees	38 Degrees	200006375787	Facebook	640	1	2519219	944044	17150	2621
25_34	25-34	Klang der Solidarität		385076005313967	Facebook	86	1	2496516	1033348	5455	732
25_34	25-34	Delphinus		20411877802	Facebook	11	1	2486053	1214520	1079	146
25_34	25-34	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	43	1	2440794	1062551	19928	4005
25_34	25-34	UK government	UK government	408582579294175	Facebook	21	1	2401265	1048609	28813	9457
25_34	25-34	Instant PPI UK		616112792139038	Facebook	73	1	2389214	911624	22927	5314
25_34	25-34	ČSSD	ČSSD	111041662264882	Facebook	1121	1	2322684	581968	10716	2441
25_34	25-34	Save the Children Italia		46590675335	Facebook	44	1	2304763	991747	7711	2464
25_34	25-34	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	130	1	2294967	963663	8527	1530
25_34	25-34	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	46	1	2290741	1024341	1353	513
25_34	25-34	Banque mondiale		155174084508744	Facebook	107	1	2247879	882325	3445	82
25_34	25-34	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	81	1	2241562	947795	7238	1667
25_34	25-34	Dungeon Defenders		107960282569653	Facebook	311	1	2195923	768428	14769	1797
25_34	25-34	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	2186060	887253	10318	3423
25_34	25-34	Andreas Schieder	SPÖ	290881691011354	Facebook	152	1	2161478	724890	16869	3302
25_34	25-34	Referendum Commission		580832208630212	Facebook	24	1	2065019	919593	15231	3188
25_34	25-34	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	186	1	2051770	706608	14266	2010
25_34	25-34	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	138	1	2036837	775099	3705	1230
