audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	CZ	Czechia	GUE/NGL		164355333623231	Facebook	1	1	421	210	2	0
m18_24	male (18-24)	CZ	Czechia	KDU-ČSL Kuřim	Jelinek Karel	671658553191652	Facebook	1	1	402	80	1	0
m18_24	male (18-24)	CZ	Czechia	Piráti Chebsko		147316752648731	Facebook	1	1	397	79	1	0
m18_24	male (18-24)	CZ	Czechia	Hello Sandy		56274514407	Facebook	2	1	395	0	1	0
m18_24	male (18-24)	CZ	Czechia	Zámostí		460094517391603	Facebook	1	1	393	196	3	0
m18_24	male (18-24)	CZ	Czechia	Solar Impulse		187539851277198	Facebook	2	1	384	153	0	0
m18_24	male (18-24)	CZ	Czechia	Kiwi.com		334822256561481	Facebook	1	1	373	74	3	0
m18_24	male (18-24)	CZ	Czechia	Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	1	1	371	74	1	0
m18_24	male (18-24)	CZ	Czechia	Streetpit		658189304534663	Facebook	1	1	366	183	0	0
m18_24	male (18-24)	CZ	Czechia	Veglife.cz		934519943333058	Facebook	2	1	365	0	1	0
m18_24	male (18-24)	CZ	Czechia	Zimmylifestyle.com		235024056945953	Facebook	1	1	364	182	0	0
m18_24	male (18-24)	CZ	Czechia	Give A Vote		2186129244970085	Facebook	1	1	356	142	0	0
m18_24	male (18-24)	CZ	Czechia	FontBundles.net		1653056048283270	Facebook	3	1	347	146	1	0
m18_24	male (18-24)	CZ	Czechia	Matt Wilson		247888188644456	Facebook	7	1	342	85	8	0
m18_24	male (18-24)	CZ	Czechia	Patnáctka náš domov		1437504856499990	Facebook	1	1	341	68	1	0
m18_24	male (18-24)	CZ	Czechia	Bacàn		1672921389592737	Facebook	7	1	337	0	33	0
m18_24	male (18-24)	CZ	Czechia	ŠTRUNC		1456991384393381	Facebook	1	1	336	168	1	0
m18_24	male (18-24)	CZ	Czechia	GOOD		2169416540037488	Facebook	1	1	331	66	0	0
m18_24	male (18-24)	CZ	Czechia	Climate-KIC		403370709744295	Facebook	2	1	322	141	0	0
m18_24	male (18-24)	CZ	Czechia	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	24	1	302	109	2	0
m18_24	male (18-24)	CZ	Czechia	ODS Pardubický kraj	ODS - Občanská demokratická strana	146108975400840	Facebook	1	1	301	60	2	1
m18_24	male (18-24)	CZ	Czechia	revue Prostor		525606624188429	Facebook	1	1	290	58	1	0
m18_24	male (18-24)	CZ	Czechia	IDEA při Cerge-EI		476377929220723	Facebook	1	1	279	0	1	0
m18_24	male (18-24)	CZ	Czechia	I Love Crowdfunding Projects		112683756154005	Facebook	5	1	274	104	1	0
m18_24	male (18-24)	CZ	Czechia	Traxsource		67579939495	Facebook	2	1	260	52	0	0
m18_24	male (18-24)	CZ	Czechia	120 dnů sodomy		329642711236010	Facebook	1	1	257	51	4	0
m18_24	male (18-24)	CZ	Czechia	Stoke Travel		193334324519	Facebook	1	1	256	128	0	0
m18_24	male (18-24)	CZ	Czechia	Sample Market		504781446382209	Facebook	6	1	245	72	2	0
m18_24	male (18-24)	CZ	Czechia	Českoaktuálně.cz		1609110509368821	Facebook	3	1	237	34	9	0
m18_24	male (18-24)	CZ	Czechia	Senátor Jiří Vosecký - Vosa v Senátu		567147076746992	Facebook	1	1	235	47	0	0
m18_24	male (18-24)	CZ	Czechia	Maroš Šefčovič		245361515516655	Facebook	4	1	227	45	0	0
m18_24	male (18-24)	CZ	Czechia	ITUC		20556338116	Facebook	1	1	223	111	0	0
m18_24	male (18-24)	CZ	Czechia	Європа без бар'єрів / Europe without Barriers		191280287595525	Facebook	1	1	219	0	19	0
m18_24	male (18-24)	CZ	Czechia	Dear life,i trust you		480074085734859	Facebook	1	1	218	0	0	0
m18_24	male (18-24)	CZ	Czechia	Brut UK		1629990253744016	Facebook	1	1	218	43	0	0
m18_24	male (18-24)	CZ	Czechia	Terminál Žižkov		1804795543156367	Facebook	1	1	210	105	0	0
m18_24	male (18-24)	CZ	Czechia	Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	4	1	201	40	1	0
m18_24	male (18-24)	CZ	Czechia	EUJS - European Union of Jewish Students		389574965144	Facebook	2	1	199	38	4	0
m18_24	male (18-24)	CZ	Czechia	Prague Civil Society Centre		310121279576699	Facebook	1	1	199	39	0	0
m18_24	male (18-24)	CZ	Czechia	CPS Trojlístek, z.s.		1728840264046471	Facebook	1	1	198	39	0	0
m18_24	male (18-24)	CZ	Czechia	garagErasmus Foundation		126673650730964	Facebook	2	1	198	90	1	0
m18_24	male (18-24)	CZ	Czechia	Les Enfants Créatifs By Human Society		647143909040616	Facebook	2	1	197	74	0	0
m18_24	male (18-24)	CZ	Czechia	Civil Liberties Union for Europe		1424938757739868	Facebook	1	1	197	39	3	0
m18_24	male (18-24)	CZ	Czechia	Haydi Tatile		2107340192658838	Facebook	2	1	197	39	0	0
m18_24	male (18-24)	CZ	Czechia	Intersolar		124579277563150	Facebook	1	1	194	97	0	0
m18_24	male (18-24)	CZ	Czechia	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	43	1	191	72	1	0
m18_24	male (18-24)	CZ	Czechia	RoboMarkets - Global		588252871551498	Facebook	6	1	174	53	3	0
m18_24	male (18-24)	CZ	Czechia	Melba Culp		902971599738051	Facebook	19	1	167	62	0	0
m18_24	male (18-24)	CZ	Czechia	Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	5	1	163	31	0	0
m18_24	male (18-24)	CZ	Czechia	COPE		338123756929999	Facebook	1	1	163	32	0	0
m18_24	male (18-24)	CZ	Czechia	Europeana.eu		10261403667	Facebook	2	1	161	65	0	0
m18_24	male (18-24)	CZ	Czechia	Interkontakt.store		1757605707867183	Facebook	2	1	160	9	2	0
m18_24	male (18-24)	CZ	Czechia	ZAFUL		916028728426822	Facebook	1	1	155	77	0	0
m18_24	male (18-24)	CZ	Czechia	FLOTZ		1826714180730994	Facebook	1	1	155	31	3	0
m18_24	male (18-24)	CZ	Czechia	Liberálně ekologická strana		477871765643301	Facebook	2	1	152	0	0	0
m18_24	male (18-24)	CZ	Czechia	Odpady-portal.sk		283025969119	Facebook	1	1	150	30	2	0
m18_24	male (18-24)	CZ	Czechia	Chug Bottles		1781974005205686	Facebook	1	1	150	75	0	0
m18_24	male (18-24)	CZ	Czechia	ADAR		175390195814995	Facebook	1	1	148	74	0	0
m18_24	male (18-24)	CZ	Czechia	Vrátnice - Café & Bar		248523165974624	Facebook	1	1	146	0	0	0
m18_24	male (18-24)	CZ	Czechia	5Pillars	5 Pillars	490858150969676	Facebook	2	1	145	72	2	0
m18_24	male (18-24)	CZ	Czechia	Wix		106270215428	Facebook	1	1	140	70	0	0
m18_24	male (18-24)	CZ	Czechia	Stagg Music (official)		166644226724554	Facebook	1	1	140	70	0	0
m18_24	male (18-24)	CZ	Czechia	Hlasy zvířat		1523633234529577	Facebook	1	1	137	27	0	0
m18_24	male (18-24)	CZ	Czechia	Get The Trolls Out		858018134275978	Facebook	1	1	134	67	0	0
m18_24	male (18-24)	CZ	Czechia	Taskahned.cz		505784603221905	Facebook	1	1	131	26	0	0
m18_24	male (18-24)	CZ	Czechia	EuroZprávy.cz		120250914680166	Facebook	1	1	130	26	0	0
m18_24	male (18-24)	CZ	Czechia	LGBTstyle		839131319627314	Facebook	36	1	129	18	4	0
m18_24	male (18-24)	CZ	Czechia	Counter Balance: Challenging Public Investment Banks		123860337211	Facebook	1	1	126	25	0	0
m18_24	male (18-24)	CZ	Czechia	eutopia		1407046686105940	Facebook	2	1	121	60	0	0
m18_24	male (18-24)	CZ	Czechia	Přemysl Mališ		192027048028464	Facebook	1	1	118	23	0	0
m18_24	male (18-24)	CZ	Czechia	Mark Laguë Fine Art		292045894985614	Facebook	1	1	118	23	0	0
m18_24	male (18-24)	CZ	Czechia	VAN Economic - Kế toán, Thuế, Cư trú, Lao động		384813415704277	Facebook	2	1	110	0	0	0
m18_24	male (18-24)	CZ	Czechia	Pracuj w Unii		1436641159975378	Facebook	2	1	109	21	0	0
m18_24	male (18-24)	CZ	Czechia	SV4IE		2246467545588430	Facebook	1	1	105	52	0	0
m18_24	male (18-24)	CZ	Czechia	EU vs Disinformation		1087491177963859	Facebook	1	1	104	52	1	0
m18_24	male (18-24)	CZ	Czechia	Instant Buy Supply		1795481837196514	Facebook	2	1	101	47	0	0
m18_24	male (18-24)	CZ	Czechia	Panasonic KWN Global		598994726920919	Facebook	1	1	101	0	0	0
m18_24	male (18-24)	CZ	Czechia	World Food Programme		28312410177	Facebook	1	1	99	19	0	0
m18_24	male (18-24)	CZ	Czechia	Airinum		867962259958927	Facebook	3	1	98	19	0	0
m18_24	male (18-24)	CZ	Czechia	The Bamboo Brush Society		1152885191422950	Facebook	16	1	96	33	0	0
m18_24	male (18-24)	CZ	Czechia	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	32	1	95	18	0	0
m18_24	male (18-24)	CZ	Czechia	Pavel Macko SPOLU - občianska demokracia	SPOLU - občianska demokracia	489291478219770	Facebook	1	1	93	46	0	0
m18_24	male (18-24)	CZ	Czechia	Vadim Rotari		516538278845787	Facebook	2	1	92	30	0	0
m18_24	male (18-24)	CZ	Czechia	Success Resources		550751965021284	Facebook	1	1	92	18	1	0
m18_24	male (18-24)	CZ	Czechia	NEOS X - 10. Bundesland		613891652052880	Facebook	1	1	90	18	0	0
m18_24	male (18-24)	CZ	Czechia	ANO ve Žďáře		449307245205312	Facebook	1	1	88	0	0	0
m18_24	male (18-24)	CZ	Czechia	ВОЛЯ - Българските Родолюбци		317433685633688	Facebook	1	1	87	17	0	0
m18_24	male (18-24)	CZ	Czechia	Tunis Forum on Gender Equality		362993680952642	Facebook	1	1	86	43	0	0
m18_24	male (18-24)	CZ	Czechia	USR Diaspora	USR Diaspora	1793510380925494	Facebook	2	1	80	25	0	0
m18_24	male (18-24)	CZ	Czechia	Esri		211211155280	Facebook	3	1	79	20	0	0
m18_24	male (18-24)	CZ	Czechia	Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	17	1	78	25	0	0
m18_24	male (18-24)	CZ	Czechia	DEZA NENÍ BEZVA		2180491821977302	Facebook	1	1	77	0	0	0
m18_24	male (18-24)	CZ	Czechia	Kaar Kaas Sonn		215255338679306	Facebook	2	1	75	20	0	0
m18_24	male (18-24)	CZ	Czechia	Soviet Visuals		1160495674016675	Facebook	13	1	73	16	0	0
m18_24	male (18-24)	CZ	Czechia	THEMOVEMENT.cz		622443198211613	Facebook	1	1	72	0	0	0
m18_24	male (18-24)	CZ	Czechia	Milovat není zločin		264585223613712	Facebook	3	1	71	0	0	0
m18_24	male (18-24)	CZ	Czechia	Mgr. Jan Klán		1568019623470727	Facebook	1	1	70	14	0	0
m18_24	male (18-24)	CZ	Czechia	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	5	1	69	26	0	0
m18_24	male (18-24)	CZ	Czechia	Gaia		182073298490036	Facebook	5	1	69	29	0	0
m18_24	male (18-24)	CZ	Czechia	Dean Graziosi		17457692073	Facebook	1	1	69	34	0	0
m18_24	male (18-24)	CZ	Czechia	The Good Lobby		1420129598280317	Facebook	4	1	68	30	0	0
m18_24	male (18-24)	CZ	Czechia	Apps for life		735756143429544	Facebook	1	1	68	13	0	0
m18_24	male (18-24)	CZ	Czechia	KSČM - S lidmi pro lidi na Kroměřížsku		165140686832929	Facebook	1	1	67	13	0	0
m18_24	male (18-24)	CZ	Czechia	TOP 09 Ústí nad Labem		164205386929375	Facebook	1	1	66	0	5	0
m18_24	male (18-24)	CZ	Czechia	Wantsrneeds		246346592579702	Facebook	8	1	66	16	0	0
m18_24	male (18-24)	CZ	Czechia	Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	11	1	65	30	0	0
m18_24	male (18-24)	CZ	Czechia	Evig Grön		201581136991713	Facebook	2	1	65	17	0	0
m18_24	male (18-24)	CZ	Czechia	Heroes Comics		2170951436494322	Facebook	2	1	64	12	0	0
m18_24	male (18-24)	CZ	Czechia	Animal Matters	Animal Matters	1439364926329185	Facebook	6	1	64	20	0	0
m18_24	male (18-24)	CZ	Czechia	ScribersHive		722350287934296	Facebook	1	1	63	31	0	0
m18_24	male (18-24)	CZ	Czechia	Díky, čauko plasty		338985149869725	Facebook	3	1	62	3	4	0
m18_24	male (18-24)	CZ	Czechia	EU Citizens Alliance		1122069994636814	Facebook	3	1	62	15	0	0
m18_24	male (18-24)	CZ	Czechia	European Transport Workers' Federation		129372794232499	Facebook	1	1	62	31	0	0
m18_24	male (18-24)	CZ	Czechia	Ungarn Heute		168899176939404	Facebook	1	1	61	12	0	0
m18_24	male (18-24)	CZ	Czechia	Homaly Gift		372226786888864	Facebook	4	1	61	16	0	0
m18_24	male (18-24)	CZ	Czechia	Soonfeed		214615931960850	Facebook	1	1	60	30	0	0
m18_24	male (18-24)	CZ	Czechia	Tomáš Dentico, váš hlas rešpektovaný v Europarlamente	Skalnik Petr	1172318522948253	Facebook	10	1	59	12	0	0
m18_24	male (18-24)	CZ	Czechia	SPD Krupka		502312390169693	Facebook	1	1	58	0	0	0
m18_24	male (18-24)	CZ	Czechia	Piráti Litoměřicko	Stojanova Katerina	565612520258085	Facebook	1	1	56	0	0	0
m18_24	male (18-24)	CZ	Czechia	Minority SafePack		532492010145546	Facebook	7	1	56	12	0	0
m18_24	male (18-24)	CZ	Czechia	Guardian B2B		452752128144314	Facebook	1	1	55	27	0	0
m18_24	male (18-24)	CZ	Czechia	Centre of Excellence		761616163858631	Facebook	5	1	52	20	0	0
m18_24	male (18-24)	CZ	Czechia	Schwarzkopf Professional		150101695010185	Facebook	3	1	52	12	0	0
m18_24	male (18-24)	CZ	Czechia	European Action Week Against Racism		1224138274394269	Facebook	1	1	52	10	0	0
m18_24	male (18-24)	CZ	Czechia	ČeskáPravda.cz		366049800474709	Facebook	1	1	51	0	0	0
m18_24	male (18-24)	CZ	Czechia	Mint		1586969654915532	Facebook	1	1	51	10	0	0
m18_24	male (18-24)	CZ	Czechia	PES Women		115443321849793	Facebook	1	1	51	10	0	0
m18_24	male (18-24)	CZ	Czechia	A Solution to Plastic Pollution - First International Online Summit		1098001547034272	Facebook	3	1	49	9	0	0
m18_24	male (18-24)	CZ	Czechia	Roma EuroGames 2019		533740653459100	Facebook	1	1	48	24	0	0
m18_24	male (18-24)	CZ	Czechia	Hertie School of Governance		10760031281	Facebook	1	1	48	9	0	0
m18_24	male (18-24)	CZ	Czechia	Basicdepots		299600660831947	Facebook	5	1	48	10	0	0
m18_24	male (18-24)	CZ	Czechia	Gary Vaynerchuk		51535068349	Facebook	1	1	47	9	0	0
m18_24	male (18-24)	CZ	Czechia	Hlavný denník		460072524405386	Facebook	1	1	46	23	0	0
m18_24	male (18-24)	CZ	Czechia	Louder.me		216206948848368	Facebook	1	1	46	9	0	0
m18_24	male (18-24)	CZ	Czechia	Foodion - a community for culinary professionals		1740583586185504	Facebook	4	1	46	15	0	0
m18_24	male (18-24)	CZ	Czechia	Greenpeace Polska		32104614789	Facebook	14	1	45	21	0	0
m18_24	male (18-24)	CZ	Czechia	Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	1	1	44	8	0	0
m18_24	male (18-24)	CZ	Czechia	Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	2	1	44	22	0	0
m18_24	male (18-24)	CZ	Czechia	Abdur-Raheem McCarthy (عبدالرحيم مكارثي)	One Ummah	163303980381013	Facebook	1	1	44	8	0	0
m18_24	male (18-24)	CZ	Czechia	Minari Stamp		385714548859014	Facebook	1	1	44	0	0	0
m18_24	male (18-24)	CZ	Czechia	Za ještě lepší Dobřany		403351256848631	Facebook	1	1	43	0	3	0
m18_24	male (18-24)	CZ	Czechia	Great		267772723892978	Facebook	1	1	43	21	0	0
m18_24	male (18-24)	CZ	Czechia	Neobal - Bezobalový obchod		371388386781671	Facebook	1	1	42	8	0	0
m18_24	male (18-24)	CZ	Czechia	Stanford Graduate School of Business		208357009185713	Facebook	3	1	41	8	0	0
m18_24	male (18-24)	CZ	Czechia	Women, War & Peace | PBS	Peace is Loud	208504065850908	Facebook	1	1	40	20	0	0
m18_24	male (18-24)	CZ	Czechia	Přerovští Piráti	Česká pirátská strana	246919825409416	Facebook	1	1	39	0	0	0
m18_24	male (18-24)	CZ	Czechia	Yoni		890422857709736	Facebook	1	1	39	0	0	0
m18_24	male (18-24)	CZ	Czechia			0	Facebook	1	1	38	7	0	0
m18_24	male (18-24)	CZ	Czechia	Banque mondiale		155174084508744	Facebook	15	1	37	8	0	0
m18_24	male (18-24)	CZ	Czechia	Zoeetoys		690269048038800	Facebook	11	1	37	1	2	0
m18_24	male (18-24)	CZ	Czechia	ETUC		129041250601685	Facebook	1	1	36	18	0	0
m18_24	male (18-24)	CZ	Czechia	Break The Machine Ltd		455248978191768	Facebook	1	1	36	18	0	0
m18_24	male (18-24)	CZ	Czechia	The Dolphin's Voice		374901615887979	Facebook	1	1	36	18	0	0
m18_24	male (18-24)	CZ	Czechia	The Munk Debates		259282224084288	Facebook	1	1	36	7	0	0
m18_24	male (18-24)	CZ	Czechia	FT Content Solutions		1220981994590364	Facebook	3	1	35	7	0	0
m18_24	male (18-24)	CZ	Czechia	Coconut Bowls		451945511677873	Facebook	12	1	35	6	0	0
m18_24	male (18-24)	CZ	Czechia	Subpod		839183619577851	Facebook	4	1	35	7	0	0
m18_24	male (18-24)	CZ	Czechia	Global School for Social Leaders		141351915917174	Facebook	1	1	34	17	0	0
m18_24	male (18-24)	CZ	Czechia	Collision Conf		205093963028353	Facebook	5	1	34	7	0	0
m18_24	male (18-24)	CZ	Czechia	Orjan Nilsen		271222143880	Facebook	2	1	33	16	0	0
m18_24	male (18-24)	CZ	Czechia	Not enough		1807843692790617	Facebook	3	1	32	6	0	0
m18_24	male (18-24)	CZ	Czechia	Transylvania NOW		1067238850277845	Facebook	2	1	31	1	2	0
m18_24	male (18-24)	CZ	Czechia	Ozan Yanar		730847103593100	Facebook	2	1	31	6	0	0
m18_24	male (18-24)	CZ	Czechia	China Xinhua News		338109312883186	Facebook	2	1	30	13	0	0
m18_24	male (18-24)	CZ	Czechia	Stonewall		18933990398	Facebook	2	1	30	6	0	0
m18_24	male (18-24)	CZ	Czechia	EURACTIV		15299247059	Facebook	4	1	30	6	0	0
m18_24	male (18-24)	CZ	Czechia	GirlPower Football School		805084479546820	Facebook	1	1	29	5	0	0
m18_24	male (18-24)	CZ	Czechia	Auzillao-Clothing		789837658081619	Facebook	1	1	29	5	0	0
m18_24	male (18-24)	CZ	Czechia	ALDE CoR - Liberals and Democrats in the European Committee of the Regions		1033827283344362	Facebook	1	1	29	5	0	0
m18_24	male (18-24)	CZ	Czechia	GadgetWorlds		1379943465439410	Facebook	3	1	28	0	2	0
m18_24	male (18-24)	CZ	Czechia	Reformy.cz		242264792492060	Facebook	1	1	27	0	0	0
m18_24	male (18-24)	CZ	Czechia	TRT World		1559901027613381	Facebook	4	1	27	12	0	0
m18_24	male (18-24)	CZ	Czechia	NeuroLeadership		1421078134830253	Facebook	1	1	26	0	0	0
m18_24	male (18-24)	CZ	Czechia	Svoboda slova		151779845455186	Facebook	1	1	26	0	0	0
m18_24	male (18-24)	CZ	Czechia	Veganuary		170911309781648	Facebook	8	1	24	5	0	0
m18_24	male (18-24)	CZ	Czechia	MOJE OČNÍ Optika		1920659598212016	Facebook	1	1	24	0	0	0
m18_24	male (18-24)	CZ	Czechia	Humble Household		1746853745395190	Facebook	3	1	24	5	0	0
m18_24	male (18-24)	CZ	Czechia	Andreas Schieder	SPÖ	290881691011354	Facebook	3	1	23	4	0	0
m18_24	male (18-24)	CZ	Czechia	Jaroslav Paška	Pašková Juliana	480862355305905	Facebook	12	1	23	5	0	0
m18_24	male (18-24)	CZ	Czechia	Mailman	Jamie Stanley	107431219296437	Facebook	1	1	23	11	0	0
m18_24	male (18-24)	CZ	Czechia	Social Media Ads	Alexander Dietrich	561953460655717	Facebook	2	1	22	11	0	0
m18_24	male (18-24)	CZ	Czechia	Matúš Bystriansky - kandidát na europoslanca	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1650953941825108	Facebook	1	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	Ticalm.com		956222737885591	Facebook	1	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	Ambassador of Islam		2121543634600149	Facebook	1	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	We Love Fishing		173268786636636	Facebook	3	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	eToro		105255116217636	Facebook	3	1	22	9	0	0
m18_24	male (18-24)	CZ	Czechia	Stichting Syrische Vrijwilligers Nederland - SYVNL		537188923095240	Facebook	1	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	Prizeo		378378255568881	Facebook	6	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	Columbia University in the City of New York		102471088936	Facebook	1	1	22	9	0	0
m18_24	male (18-24)	CZ	Czechia	Acid Reign		36593342027	Facebook	1	1	22	4	0	0
m18_24	male (18-24)	CZ	Czechia	Sustainability Times		214303005827359	Facebook	2	1	21	10	0	0
m18_24	male (18-24)	CZ	Czechia	Rajské potoky - Islámské kulturní centrum pro Da'wu a výuku Islámu - Dawah		1035869669758412	Facebook	1	1	21	0	0	0
m18_24	male (18-24)	CZ	Czechia	Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	16	1	21	6	0	0
m18_24	male (18-24)	CZ	Czechia	Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	1	1	21	4	0	0
m18_24	male (18-24)	CZ	Czechia	Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	3	1	20	4	0	0
m18_24	male (18-24)	CZ	Czechia	EPP Group in the European Parliament		291699857688	Facebook	3	1	20	9	0	0
m18_24	male (18-24)	CZ	Czechia	Ivan Štefunko • Progresívne Slovensko		1664533523674012	Facebook	1	1	19	0	1	0
m18_24	male (18-24)	CZ	Czechia	Ustinoff ART		371233050332751	Facebook	1	1	19	9	0	0
m18_24	male (18-24)	CZ	Czechia	Young Europe is Voting		2185639191504586	Facebook	2	1	19	3	0	0
m18_24	male (18-24)	CZ	Czechia	Égard Watch Company		285409498185123	Facebook	6	1	19	3	0	0
m18_24	male (18-24)	CZ	Czechia	Caritas Europa		190426711052241	Facebook	2	1	19	3	0	0
m18_24	male (18-24)	CZ	Czechia	مفوضية اللاجئين		188842724507690	Facebook	26	1	18	4	0	0
m18_24	male (18-24)	CZ	Czechia	Noosworks.com		405566173606704	Facebook	1	1	18	3	0	0
m18_24	male (18-24)	CZ	Czechia	Guitar Lovers		203855170399686	Facebook	2	1	18	6	0	0
m18_24	male (18-24)	CZ	Czechia	EU Gateway Business Avenues		1878683232394649	Facebook	1	1	18	3	0	0
m18_24	male (18-24)	CZ	Czechia	Busech Shopping		297339700960830	Facebook	5	1	18	6	0	0
m18_24	male (18-24)	CZ	Czechia	Mylivn		744076292339057	Facebook	1	1	18	3	0	0
m18_24	male (18-24)	CZ	Czechia	David Stephen Patterson		255774634874100	Facebook	7	1	18	3	0	0
m18_24	male (18-24)	CZ	Czechia	The Freeing Energy Project		164660287630560	Facebook	5	1	18	7	0	0
m18_24	male (18-24)	CZ	Czechia	TVP Polonia		105123379552892	Facebook	1	1	17	3	0	0
m18_24	male (18-24)	CZ	Czechia	INSEAD		164840743574941	Facebook	1	1	17	8	0	0
m18_24	male (18-24)	CZ	Czechia	Quotes		1881150392198555	Facebook	2	1	17	6	0	0
m18_24	male (18-24)	CZ	Czechia	Hustle Ramen		448897585854828	Facebook	1	1	16	8	0	0
m18_24	male (18-24)	CZ	Czechia	TechTheLead		1726830277551564	Facebook	2	1	16	0	1	0
m18_24	male (18-24)	CZ	Czechia	Comitato Ventotene		512282875616533	Facebook	1	1	16	3	0	0
m18_24	male (18-24)	CZ	Czechia	BrexitMerch		349011429272053	Facebook	1	1	16	0	1	0
m18_24	male (18-24)	CZ	Czechia	Türi - Tori Downriver Race		1559110207746526	Facebook	1	1	16	8	0	0
m18_24	male (18-24)	CZ	Czechia	GearBest		624353394279966	Facebook	1	1	16	3	0	0
m18_24	male (18-24)	CZ	Czechia	Jeff Wan		308317802987822	Facebook	1	1	16	3	0	0
m18_24	male (18-24)	CZ	Czechia	RIS - Socially RISponsible		378452422967331	Facebook	1	1	15	3	0	0
m18_24	male (18-24)	CZ	Czechia	AfD Oberfranken	Bezirksverband AfD Oberfranken 	1535351666717897	Facebook	3	1	15	3	0	0
m18_24	male (18-24)	CZ	Czechia	Remix News & Views		243686272917389	Facebook	3	1	15	3	0	0
m18_24	male (18-24)	CZ	Czechia	WHOLE - United Queer Festival		513002089046849	Facebook	5	1	15	1	0	0
m18_24	male (18-24)	CZ	Czechia	We Amplify		186008238755917	Facebook	4	1	15	3	0	0
m18_24	male (18-24)	CZ	Czechia	Index in English		1969401936694372	Facebook	1	1	15	3	0	0
m18_24	male (18-24)	CZ	Czechia	All Passport Cover		1659280077503769	Facebook	4	1	15	7	0	0
m18_24	male (18-24)	CZ	Czechia	Slobodná Palestína		166325436744198	Facebook	1	1	14	2	0	0
m18_24	male (18-24)	CZ	Czechia	Marty Supply Co.		180223699572168	Facebook	4	1	14	2	0	0
m18_24	male (18-24)	CZ	Czechia	Human Rights Tattoo		245416135560300	Facebook	1	1	13	2	0	0
m18_24	male (18-24)	CZ	Czechia	GAîA		389280808172899	Facebook	1	1	13	6	0	0
m18_24	male (18-24)	CZ	Czechia	The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	1	1	13	2	0	0
m18_24	male (18-24)	CZ	Czechia	Ayn Rand Institute		64676229680	Facebook	1	1	12	6	0	0
m18_24	male (18-24)	CZ	Czechia	Milaap		315603771494	Facebook	7	1	12	4	0	0
m18_24	male (18-24)	CZ	Czechia	Mackwoods Tea		892865974105443	Facebook	2	1	12	2	0	0
m18_24	male (18-24)	CZ	Czechia	Hornet Plugins		150704545104271	Facebook	1	1	12	2	0	0
m18_24	male (18-24)	CZ	Czechia	THTC - The Hemp Trading Company		30239959348	Facebook	6	1	11	3	0	0
m18_24	male (18-24)	CZ	Czechia	Best Tech Crowdfunding Videos		615071652029076	Facebook	9	1	11	0	0	0
m18_24	male (18-24)	CZ	Czechia	SISTERAY		339421886151497	Facebook	1	1	11	2	0	0
m18_24	male (18-24)	CZ	Czechia	ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	1	1	10	4	0	0
m18_24	male (18-24)	CZ	Czechia	Le 1		850828794934579	Facebook	2	1	10	5	0	0
m18_24	male (18-24)	CZ	Czechia	Euro-Atlantic Center		224951796186	Facebook	1	1	10	2	0	0
m18_24	male (18-24)	CZ	Czechia	Beijing Tourism		442672999178128	Facebook	1	1	9	1	0	0
m18_24	male (18-24)	CZ	Czechia	Viking Valhalalla		2292746900964873	Facebook	1	1	9	0	0	0
m18_24	male (18-24)	CZ	Czechia	آزادی		2225999294109545	Facebook	1	1	9	3	0	0
m18_24	male (18-24)	CZ	Czechia	Lap - Find Family & Friends		254495005225189	Facebook	2	1	9	2	0	0
m18_24	male (18-24)	CZ	Czechia	Scholarships for International Students		143550215717842	Facebook	1	1	9	4	0	0
m18_24	male (18-24)	CZ	Czechia	SPÖ	SPÖ	77393060080	Facebook	3	1	8	4	0	0
