advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	d109	2019-04-19	141	1	13347163	1325643	62950	1254
Future Innovation SRL		AR474748779908562944	Google	d109	2019-04-19	10	1	8799027	879861	7669	132
AMERISOFT SRL		AR573801583431647232	Google	d109	2019-04-19	64	1	3956343	394240	374	16
COALICION CANARIA		AR489541609348661248	Google	d109	2019-04-19	1792	1	2884807	114012	11562	65
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	d109	2019-04-19	7	1	2733333	273333	21722	366
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d109	2019-04-19	45	1	2405156	239772	9659	182
Partido Animalista PACMA		AR145115193901318144	Google	d109	2019-04-19	3	1	2333333	233333	6722	116
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d109	2019-04-19	286	1	2083703	174544	2457	42
HEADS, s.r.o.		AR356967719951663104	Google	d109	2019-04-19	16	1	1879031	187850	4217	83
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d109	2019-04-19	108	1	1530000	152000	13810	363
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d109	2019-04-19	26	1	798238	78714	179	10
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d109	2019-04-19	46	1	778080	76407	196	9
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d109	2019-04-19	1	1	666666	66666	2000	33
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d109	2019-04-19	7	1	640000	64000	2500	50
Venstres Landsorganisation		AR283015942256984064	Google	d109	2019-04-19	33	1	424146	37611	18729	343
CDA Doetinchem		AR453512812329697280	Google	d109	2019-04-19	19	1	397916	39583	95	6
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d109	2019-04-19	19	1	382940	38204	195	17
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d109	2019-04-19	3	1	318797	31879	1526	27
HLAS		AR312619193323225088	Google	d109	2019-04-19	165	1	288524	20436	931	45
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d109	2019-04-19	72	1	204185	19024	230	14
Fondation Populaire		AR320938922932699136	Google	d109	2019-04-19	12	1	186288	18591	2466	57
Suomen Keskusta r.p.		AR441112520191639552	Google	d109	2019-04-19	1	1	166666	16666	83	8
UAB "BPN LT"		AR135010682042056704	Google	d109	2019-04-19	15	1	144071	14407	72	4
Fianna Fáil		AR101183107301900288	Google	d109	2019-04-19	16	1	80282	7928	93	8
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d109	2019-04-19	30	1	77348	6768	3734	80
