advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Taxback.com		135579275180	Facebook	d071	2019-03-12	IE	Ireland	1	1	28283	5656	56	0
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	d071	2019-03-12	IE	Ireland	1	1	23173	11586	102	20
European Greens		141366725876424	Facebook	d071	2019-03-12	IE	Ireland	4	1	17821	8911	89	19
Dose of Society	Dose of Society	323340437359	Facebook	d071	2019-03-12	IE	Ireland	2	1	12479	2496	58	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	d071	2019-03-12	IE	Ireland	1	1	6249	1249	12	0
Students for Life Ireland		252011928285955	Facebook	d071	2019-03-12	IE	Ireland	1	1	4545	909	9	0
McGowans Digital Print		340294073051	Facebook	d071	2019-03-12	IE	Ireland	1	1	4545	909	9	0
Building Workers: Know Your Rights		168368487082620	Facebook	d071	2019-03-12	IE	Ireland	1	1	4545	909	9	0
Vincent P Martin		118478340401	Facebook	d071	2019-03-12	IE	Ireland	2	1	3666	1666	66	0
Fine Gael	Fine Gael	264172043210	Facebook	d071	2019-03-12	IE	Ireland	1	1	3332	1666	32	0
Kialo		729627343834501	Facebook	d071	2019-03-12	IE	Ireland	1	1	3193	1597	71	14
Plus500		383159204571	Facebook	d071	2019-03-12	IE	Ireland	2	1	2773	745	9	0
Gript		580763859048353	Facebook	d071	2019-03-12	IE	Ireland	1	1	2499	1249	24	0
AXA		187891771259726	Facebook	d071	2019-03-12	IE	Ireland	4	1	1751	373	21	6
Frances Fitzgerald		302584593224671	Facebook	d071	2019-03-12	IE	Ireland	1	1	1666	833	16	0
Desmond Motors Ford Store		143235249199766	Facebook	d071	2019-03-12	IE	Ireland	1	1	1666	833	19	0
Fusion Electrical		421825848326211	Facebook	d071	2019-03-12	IE	Ireland	1	1	1612	322	3	0
Dublin Cycling Campaign		186031000051	Facebook	d071	2019-03-12	IE	Ireland	1	1	1612	322	3	0
Kevin O Hara - Sinn Féin		2311328558939279	Facebook	d071	2019-03-12	IE	Ireland	2	1	1454	290	28	0
Advertising Week Europe		957474261104635	Facebook	d071	2019-03-12	IE	Ireland	4	1	1441	551	15	4
Morgan McCabe Independent		615360051874836	Facebook	d071	2019-03-12	IE	Ireland	1	1	1249	250	24	0
BizPlus		1665309010423674	Facebook	d071	2019-03-12	IE	Ireland	1	1	1249	625	12	0
Ομολατρεία		294836014540901	Facebook	d071	2019-03-12	IE	Ireland	2	1	1199	199	39	0
Adrienne Wallace - People Before Profit		1555518121383424	Facebook	d071	2019-03-12	IE	Ireland	2	1	1124	125	61	0
Cormac Newton - Workers' Party Cabra Glasnevin		800704983324038	Facebook	d071	2019-03-12	IE	Ireland	1	1	999	200	17	0
