advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	45_54	45-54	RO	Romania	5	1	258334	108100	612	133
USR Maramureș	USR Maramureș	1750327845246533	Facebook	45_54	45-54	RO	Romania	1	1	102667	41067	215	43
European Parliament	European Parliament	178362315106	Facebook	45_54	45-54	RO	Romania	1	1	96793	38717	193	96
Romania #nuepsd	Future Innovation	293215748279337	Facebook	45_54	45-54	RO	Romania	1	1	85285	34114	35	17
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	45_54	45-54	RO	Romania	2	1	70025	35013	94	47
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	45_54	45-54	RO	Romania	4	1	62598	24062	93	29
PNL Oradea	PNL Oradea	304085190083197	Facebook	45_54	45-54	RO	Romania	6	1	43264	10448	92	15
RMDSZ	RMDSZ	102601499822802	Facebook	45_54	45-54	RO	Romania	10	1	42661	10708	43	0
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	45_54	45-54	RO	Romania	4	1	38823	16724	51	9
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	45_54	45-54	RO	Romania	2	1	33279	6656	69	13
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	45_54	45-54	RO	Romania	3	1	28236	5890	86	33
USR Hunedoara	Uniunea Salvați România - USR	250986431933338	Facebook	45_54	45-54	RO	Romania	2	1	28090	5618	58	11
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	45_54	45-54	RO	Romania	2	1	28022	12247	35	7
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	45_54	45-54	RO	Romania	2	1	26297	12629	12	0
Dacian Cioloş	PLUS	107543802616247	Facebook	45_54	45-54	RO	Romania	1	1	21990	4398	46	9
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	45_54	45-54	RO	Romania	5	1	15058	3011	41	4
USR Deva	Uniunea Salvați România - USR	712674922236299	Facebook	45_54	45-54	RO	Romania	2	1	14278	2814	33	5
Simona Maria Vlădica	Amerisoft	236992636715917	Facebook	45_54	45-54	RO	Romania	2	1	13968	3362	29	5
Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	45_54	45-54	RO	Romania	1	1	13034	2606	27	5
USR Filiala Județeană Hunedoara	Uniunea Salvați România - USR	2380746071976634	Facebook	45_54	45-54	RO	Romania	1	1	13007	2601	27	5
Gregoriana Tudoran	Tudoran Gregoriana Carmen	1985293741779690	Facebook	45_54	45-54	RO	Romania	2	1	12594	2485	8	0
USR Bistrița-Năsăud	Stan Calin	1097122383697273	Facebook	45_54	45-54	RO	Romania	4	1	12096	2262	40	4
Gabriel Daraban	Dumio	170290960472201	Facebook	45_54	45-54	RO	Romania	17	1	11662	2218	93	0
European Commission	European Commission	107898832590939	Facebook	45_54	45-54	RO	Romania	2	1	11569	5784	28	5
USR Hațeg	Uniunea Salvați România - USR	426799654422553	Facebook	45_54	45-54	RO	Romania	1	1	11275	2255	23	4
