advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	u	unknown	LV	Latvia	29	1	3318	1154	8	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	LV	Latvia	14	1	3141	1374	10	1
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	u	unknown	LV	Latvia	5	1	2834	1314	5	1
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	u	unknown	LV	Latvia	14	1	2092	598	9	1
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	u	unknown	LV	Latvia	44	1	2019	394	16	0
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	u	unknown	LV	Latvia	10	1	1884	735	9	1
European Commission	European Commission	107898832590939	Facebook	u	unknown	LV	Latvia	26	1	1256	542	4	0
Eiropas Komisijas pārstāvniecība Latvijā	Eiropas Komisijas pārstāvniecība Latvijā	185497885323119	Facebook	u	unknown	LV	Latvia	5	1	805	161	1	0
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	u	unknown	LV	Latvia	3	1	778	353	3	0
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	u	unknown	LV	Latvia	6	1	720	257	3	1
PROGRESĪVIE	PROGRESĪVIE	184096511636333	Facebook	u	unknown	LV	Latvia	16	1	699	142	6	0
European Greens	European Greens	141366725876424	Facebook	u	unknown	LV	Latvia	3	1	684	340	3	0
Baiba Rubesa	Partiju apvienība Attīstībai/Par!	557368648087077	Facebook	u	unknown	LV	Latvia	7	1	523	115	1	0
Zanda Kalniņa-Lukaševica	Kalniņa-Lukaševica Zanda	414381482703957	Facebook	u	unknown	LV	Latvia	4	1	516	107	1	0
Edvards Smiltēns LV		400861240278635	Facebook	u	unknown	LV	Latvia	1	1	466	233	1	0
Beata Jonite	Jonite Beata	245261032767933	Facebook	u	unknown	LV	Latvia	2	1	443	205	2	0
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	u	unknown	LV	Latvia	3	1	356	134	1	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	u	unknown	LV	Latvia	2	1	355	135	0	0
Rihards Kols	Rihards Kols	960297957323800	Facebook	u	unknown	LV	Latvia	4	1	343	75	0	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	u	unknown	LV	Latvia	3	1	312	78	1	0
Ģirts Valdis Kristovskis	Kristovskis Girts Valdis	1904064289853145	Facebook	u	unknown	LV	Latvia	2	1	309	61	0	0
Ijabs Ivars	partiju apvienība "Attīstībai/Par!"	345347539390006	Facebook	u	unknown	LV	Latvia	1	1	268	134	1	0
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	u	unknown	LV	Latvia	2	1	267	52	0	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	u	unknown	LV	Latvia	1	1	101	20	1	0
European Free Alliance	European Free Alliance	46708306425	Facebook	u	unknown	LV	Latvia	1	1	98	19	0	0
Inese Ikstena Eiropas Parlamenta deputāta kandidāte	Ikstena Inese	2214339072152669	Facebook	u	unknown	LV	Latvia	2	1	85	17	0	0
Dainis Grabovskis		446952386112096	Facebook	u	unknown	LV	Latvia	1	1	67	13	0	0
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	u	unknown	LV	Latvia	1	1	59	11	0	0
Rebeka Kiršteina	Rebeka Kiršteina	2224622181136990	Facebook	u	unknown	LV	Latvia	3	1	34	6	0	0
Uģis ROTBERGS, dabas advokāts	Rotbergs Ugis	1470597813212092	Facebook	u	unknown	LV	Latvia	1	1	33	6	0	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	u	unknown	LV	Latvia	3	1	31	14	0	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	u	unknown	LV	Latvia	9	1	29	13	0	0
Radosas Idejas		164028997552617	Facebook	u	unknown	LV	Latvia	1	1	29	5	0	0
Inga Bite		817553901708041	Facebook	u	unknown	LV	Latvia	1	1	25	5	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	u	unknown	LV	Latvia	1	1	22	11	0	0
