country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	m25_34	male (25-34)	5901	1261	42633629	18129676	88376	19764
RO	Romania	m35_44	male (35-44)	5898	1245	40376638	16939718	86682	18976
RO	Romania	m45_54	male (45-54)	5781	1199	37531836	15555782	85612	18741
RO	Romania	m18_24	male (18-24)	5404	1169	32406131	13846337	62086	13624
RO	Romania	f45_54	female (45-54)	5932	1220	29469862	12224607	64936	14351
RO	Romania	f55_64	female (55-64)	5336	1146	28282784	11391178	63034	13385
RO	Romania	f18_24	female (18-24)	5499	1181	25857618	11110486	44449	9664
RO	Romania	f35_44	female (35-44)	6046	1260	24839892	10456734	52650	11532
RO	Romania	f25_34	female (25-34)	6023	1273	24504657	10403788	50380	11208
RO	Romania	m55_64	male (55-64)	5210	1132	21843832	8844168	49512	10444
RO	Romania	f65_	female (65+)	4441	1014	13744683	5467655	31725	6690
RO	Romania	m65_	male (65+)	4379	1000	10243887	4111276	23717	4960
RO	Romania	f13_17	female (13-17)	832	247	2008430	791437	3300	503
RO	Romania	m13_17	male (13-17)	813	241	1993744	780382	3758	617
RO	Romania	u35_44	unknown (35-44)	4456	1027	179587	73532	490	106
RO	Romania	u25_34	unknown (25-34)	3955	974	112068	46534	301	66
RO	Romania	u45_54	unknown (45-54)	4058	940	74009	29811	216	46
RO	Romania	u18_24	unknown (18-24)	2716	734	34405	14361	88	17
RO	Romania	u55_64	unknown (55-64)	3112	802	33627	13318	87	17
RO	Romania	u65_	unknown (65+)	2459	699	25326	9972	65	13
RO	Romania	u13_17	unknown (13-17)	340	151	3477	1341	5	0
