advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	IT	Italy	19	1	9610309	4404722	42375	10198
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	IT	Italy	68	1	7310930	3057999	36432	7799
Avaaz	Avaaz	8340223883	Facebook	IT	Italy	33	1	7040964	3106998	28866	9799
Carlo Calenda	Siamo Europei	131887960826264	Facebook	IT	Italy	11	1	6199953	2939982	27388	5999
European Parliament	European Parliament	178362315106	Facebook	IT	Italy	11	1	5815188	2832415	32395	6441
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	IT	Italy	115	1	5301885	2127000	23385	4100
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	IT	Italy	25	1	5245971	2507998	33274	7399
Partito Democratico	Partito Democratico	77034286895	Facebook	IT	Italy	57	1	4967940	2232998	26042	4699
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	IT	Italy	21	1	4949979	2120000	28779	6600
European Commission	European Commission	107898832590939	Facebook	IT	Italy	30	1	4576687	2048858	6372	1761
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	IT	Italy	11	1	4299746	2069902	22686	4499
Forza Italia	Forza Italia	172265396249029	Facebook	IT	Italy	10	1	3400988	1469999	10189	2899
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	IT	Italy	30	1	3115970	1212999	17469	4499
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	IT	Italy	11	1	3109989	1374999	23688	5299
Brando Benifei	Brando Benifei	291380024325396	Facebook	IT	Italy	27	1	2713972	1096999	17572	4099
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	IT	Italy	18	1	2602980	1148999	8382	1700
Più Europa	Più Europa	126662574668084	Facebook	IT	Italy	9	1	2559992	1135000	13391	3500
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	IT	Italy	35	1	2501924	1031791	6453	1748
European Greens	European Greens	141366725876424	Facebook	IT	Italy	11	1	2486528	1043866	12188	2992
Lara Comi	Lara Comi	155619044465389	Facebook	IT	Italy	21	1	2357979	971000	12279	2600
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	IT	Italy	33	1	2310967	882000	16567	4700
Nicola Fratoianni	Nicola Fratoianni	116181541819083	Facebook	IT	Italy	13	1	2299987	990000	5386	1299
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	IT	Italy	37	1	2210778	706946	11862	2599
Nicola Zingaretti	Partito Democratico	38423524033	Facebook	IT	Italy	5	1	2199995	900000	2495	500
Antonio Silvio Calò	Antonio Silvio Calò	740380199679755	Facebook	IT	Italy	17	1	1825601	717852	5081	1399
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	IT	Italy	12	1	1809987	794999	2788	400
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	IT	Italy	35	1	1806964	631999	13664	2599
Annalisa Corrado	ANNALISA CORRADO (mandataria elettorale Serena Drigo)	152120842162775	Facebook	IT	Italy	111	1	1783888	588999	11788	199
Francesco Galtieri	Francesco Galtieri	176134109106348	Facebook	IT	Italy	20	1	1728979	720999	5580	900
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	IT	Italy	14	1	1561849	671951	8285	1499
Alberto Cirio	RedAbissi	1391061901114543	Facebook	IT	Italy	48	1	1545952	454999	10751	1500
