week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w012	Week 12	European Parliament		178362315106	Facebook	559	1	28918531	12441983	165995	37424
w012	Week 12	People's Vote UK	People's Vote	748608695327755	Facebook	148	1	13953171	6063770	132254	35165
w012	Week 12	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	111	1	4823517	475574	1191	0
w012	Week 12	Right To Vote	Right to Vote	408236463256774	Facebook	144	1	3995028	877208	21292	2667
w012	Week 12	Britain's Future	Britain's Future	1625300137516491	Facebook	1132	1	3519090	774666	80545	5554
w012	Week 12	Partido Popular Regional De Canarias		AR288284801977286656	Google	63	1	3365787	326666	1828	83
w012	Week 12	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	40	1	3001320	296623	676	36
w012	Week 12	Suomen Keskusta r.p.		AR441112520191639552	Google	25	1	2820854	279699	44228	762
w012	Week 12	SPD	SPD	47930567748	Facebook	85	1	2667915	979000	29415	7500
w012	Week 12	Paddy Power		108803784913	Facebook	4	1	2499996	1100000	19996	4000
w012	Week 12	Sosialidemokraatit SDP		108945982480217	Facebook	45	1	2289693	1022558	12702	3227
w012	Week 12	Sign for my Future		1345513882259768	Facebook	13	1	2252327	1025000	14360	3825
w012	Week 12	Vattenfall Sverige		608975645850217	Facebook	24	1	2242586	1026666	27370	7851
w012	Week 12	Best For Britain	Best for Britain	1863944713844924	Facebook	58	1	1940723	847569	19800	4173
w012	Week 12	Médecins du Monde France		265420476920	Facebook	327	1	1868673	536000	38873	1400
w012	Week 12	Andy Street	The Conservative Party	625464517632792	Facebook	246	1	1765454	538846	29302	1186
w012	Week 12	Ministère de l'Intérieur		103146727990	Facebook	32	1	1695633	704117	8839	2058
w012	Week 12	Gazeta Wyborcza		63563473556	Facebook	44	1	1531956	542000	3479	628
w012	Week 12	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	169	1	1416275	425221	21031	4161
w012	Week 12	The Labour Party	The Labour Party	25749647410	Facebook	16	1	1368321	512666	15878	3432
w012	Week 12	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	2	1	1263427	126342	6138	102
w012	Week 12	Roberto Rosso		1735684256653359	Facebook	8	1	1239992	558000	4072	1100
w012	Week 12	European Commission		107898832590939	Facebook	16	1	1220159	567741	4578	1132
w012	Week 12	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	2	1	1199998	600000	1498	600
w012	Week 12	UK government	UK government	408582579294175	Facebook	4	1	1159417	463768	14378	3454
w012	Week 12	Kialo		729627343834501	Facebook	10	1	1120990	480000	7913	2047
w012	Week 12	WeWorld Onlus		299584710061488	Facebook	40	1	1062103	416229	7744	1515
w012	Week 12	Vlaams Belang	Vlaams Belang	56605856504	Facebook	3	1	1050997	510000	5597	1100
