advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	m65_	male (65+)	39	1	486491	212245	2982	844
Conservatives	The Conservative Party	8807334278	Facebook	m65_	male (65+)	710	1	192836	27229	10860	23
Fidesz	Fidesz	9844779306	Facebook	m65_	male (65+)	18	1	184442	83622	849	375
Gouvernement	Gouvernement	392341217527576	Facebook	m65_	male (65+)	10	1	174835	44269	342	0
CDU	CDU	78502295414	Facebook	m65_	male (65+)	3945	1	120924	21677	4326	0
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	m65_	male (65+)	34	1	95786	21712	1232	250
Moderaterna	Moderaterna	7719591155	Facebook	m65_	male (65+)	20	1	91004	34600	1197	308
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	m65_	male (65+)	54	1	87972	29496	247	74
Avaaz	Avaaz	8340223883	Facebook	m65_	male (65+)	10	1	64989	26117	147	42
European Commission	European Commission	107898832590939	Facebook	m65_	male (65+)	3	1	62509	25677	72	14
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	m65_	male (65+)	6	1	62212	25007	231	40
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	m65_	male (65+)	2	1	54559	27279	272	54
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m65_	male (65+)	19	1	51455	19718	171	46
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	m65_	male (65+)	129	1	51096	77	5032	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m65_	male (65+)	9	1	48338	24070	640	240
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	m65_	male (65+)	10	1	46029	18936	221	30
FDP	FDP	21289227249	Facebook	m65_	male (65+)	466	1	44252	6086	1791	7
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	m65_	male (65+)	3	1	43828	16668	407	79
The Labour Party	The Labour Party	25749647410	Facebook	m65_	male (65+)	10	1	43079	18434	386	113
Οι Έλληνες	In Progress	2273336566260671	Facebook	m65_	male (65+)	2	1	41966	17756	112	56
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	m65_	male (65+)	2	1	39457	15800	394	78
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m65_	male (65+)	1	1	37863	18932	18	3
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	m65_	male (65+)	3	1	37137	18569	105	49
Deputati PD	Deputati PD	104652392900508	Facebook	m65_	male (65+)	5	1	35856	8378	102	0
Achille Variati	Achille Variati	478212418874107	Facebook	m65_	male (65+)	6	1	31154	6231	80	0
