advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	386	1	2073160	847436	10216	1927
Partito Democratico		77034286895	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	179	1	1931184	849923	7883	1815
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	25	1	1656730	734913	7461	1730
European Parliament		178362315106	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	181	1	1036909	441321	3304	570
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	88	1	1031258	428236	3050	588
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	37	1	997239	419490	1859	39
Save the Children Italia		46590675335	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	48	1	964730	426440	3881	1052
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	55	1	926538	257785	5188	704
European Greens		141366725876424	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	38	1	756868	344318	3462	830
Kialo		729627343834501	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	377	1	687881	277889	3543	826
WeWorld Onlus		299584710061488	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	318	1	663224	254093	4082	532
Antonio Silvio Calò	Antonio Silvio Calò	740380199679755	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	26	1	592629	213171	2834	475
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	46	1	542413	241761	1082	316
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	14	1	461554	171695	1357	273
Medici Senza Frontiere		65737832194	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	25	1	442427	185606	1749	576
CAF Mab Copagri		623562751374487	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	11	1	434032	127904	1868	196
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	89	1	419840	170982	2263	547
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	24	1	419556	173149	636	66
Gian Carlo Muzzarelli per Modena	Gian Carlo Muzzarelli per Modena	647691558631437	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	5	1	404995	201000	2095	400
Sergio Berlato	Sergio Berlato	227284747464295	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	8	1	379579	142929	1920	347
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	42	1	346064	141087	914	252
Aldo Modonesi	Comitato Elettorale Aldo Modonesi Sindaco	300621720600910	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	8	1	339904	70824	748	0
Luca Vecchi	Comitato Elettorale Luca Vecchi 2024	245475858955495	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	46	1	336736	78041	4822	94
Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	33	1	329936	67465	1694	0
Gabriele Padovani	Andrea Liverani	1559045154349568	Facebook	emilia_romagna_IT	Emilia-Romagna, Italy	24	1	316663	76838	1990	0
